State,Province,City,Date,Average_Value,Max_Value_of_the_Day,Hour_of_Max_Value ,Pollutant_AQI,Pollutant_Type
ST42,COT23,CT91,2013-01-16,0.002875,0.01,8,7,B
ST42,COT23,CT91,2013-04-05,0.026083,0.03,10,31,B
ST42,COT23,CT91,2013-06-24,0.029542,0.03,10,33,B
ST42,COT23,CT91,2013-07-26,0.027667,0.03,11,32,B
ST42,COT23,CT91,2013-08-14,0.040542,0.05,12,44,B
ST42,COT23,CT91,2013-12-06,0.014304,0.03,11,31,B
ST42,COT23,CT91,2014-04-11,0.024417,0.03,12,31,B
ST42,COT23,CT91,2014-08-14,0.018292,0.03,11,29,B
ST42,COT23,CT91,2015-01-21,0.023133,0.03,0,26,B
ST42,COT23,CT91,2015-03-16,0.027286,0.04,10,39,B
ST42,COT23,CT91,2015-04-02,0.034125,0.04,9,45,B
ST42,COT23,CT91,2015-04-06,0.036682,0.04,9,40,B
ST42,COT23,CT91,2015-08-25,0.022913,0.03,7,32,B
ST42,COT23,CT91,2015-10-15,0.015833,0.02,11,20,B
ST42,COT23,CT91,2015-12-30,0.006833,0.02,11,17,B
ST42,COT29,CT03,2000-08-23,0.028208,0.04,11,39,B
ST42,COT29,CT03,2001-05-27,0.039917,0.05,9,42,B
ST42,COT29,CT03,2001-07-22,0.032667,0.05,11,47,B
ST42,COT29,CT03,2001-10-17,0.017,0.03,10,30,B
ST42,COT29,CT03,2001-11-27,0.013333,0.03,9,24,B
ST42,COT29,CT03,2001-12-09,0.027667,0.03,9,30,B
ST42,COT29,CT03,2002-02-24,0.01425,0.03,11,30,B
ST42,COT29,CT03,2002-10-22,0.016556,0.02,22,19,B
ST42,COT29,CT03,2002-12-28,0.031083,0.04,20,31,B
ST42,COT29,CT03,2003-02-04,0.021917,0.03,14,30,B
ST42,COT29,CT03,2003-06-06,0.03975,0.05,10,46,B
ST42,COT29,CT03,2003-07-12,0.029,0.05,10,44,B
ST42,COT29,CT03,2003-09-22,0.033188,0.07,8,84,B
ST42,COT29,CT03,2004-07-30,0.031667,0.05,11,45,B
ST42,COT29,CT03,2004-08-08,0.04075,0.06,11,80,B
ST42,COT29,CT03,2004-09-25,0.032083,0.06,11,54,B
ST42,COT29,CT03,2004-11-06,0.012542,0.02,10,21,B
ST42,COT29,CT03,2005-02-16,0.003154,0,13,3,B
ST42,COT29,CT03,2005-04-17,0.0245,0.03,10,30,B
ST42,COT29,CT03,2006-03-11,0.030167,0.04,9,37,B
ST42,COT29,CT03,2007-03-15,0.014778,0.04,13,32,B
ST42,COT29,CT03,2007-05-12,0.060083,0.07,8,74,B
ST42,COT29,CT03,2007-06-14,0.022625,0.04,8,34,B
ST42,COT29,CT03,2008-01-04,0.0345,0.05,0,42,B
ST42,COT29,CT03,2008-03-08,0.023667,0.03,11,29,B
ST42,COT29,CT03,2008-04-17,0.035417,0.04,8,40,B
ST42,COT29,CT03,2008-04-20,0.043458,0.05,9,41,B
ST42,COT29,CT03,2008-06-03,0.041083,0.05,0,47,B
ST42,COT29,CT03,2009-01-20,0.007208,0.02,9,18,B
ST42,COT29,CT03,2009-04-13,0.029042,0.04,10,34,B
ST42,COT29,CT03,2009-06-04,0.02875,0.04,10,33,B
ST42,COT29,CT03,2010-04-27,0.025167,0.03,14,31,B
ST42,COT29,CT03,2010-05-25,0.026125,0.03,8,27,B
ST42,COT29,CT03,2010-06-24,0.026083,0.04,10,32,B
ST42,COT29,CT03,2010-10-19,0.029958,0.05,10,40,B
ST42,COT29,CT112,2000-08-10,0.020875,0.04,11,32,B
ST42,COT29,CT112,2000-12-24,0.007458,0.01,20,12,B
ST42,COT29,CT112,2001-01-19,0.00425,0.01,9,11,B
ST42,COT29,CT112,2001-12-30,0.022125,0.03,21,25,B
ST42,COT29,CT112,2002-01-23,0.020167,0.04,10,31,B
ST42,COT29,CT112,2002-06-14,0.046708,0.06,11,67,B
ST42,COT29,CT112,2002-08-18,0.054625,0.08,11,132,B
ST42,COT29,CT112,2002-09-14,0.039458,0.06,10,54,B
ST42,COT29,CT112,2004-09-16,0.025458,0.05,9,44,B
ST42,COT29,CT112,2004-10-08,0.014458,0.03,9,22,B
ST42,COT29,CT112,2004-10-15,0.016917,0.03,21,24,B
ST42,COT29,CT112,2005-02-09,0.009125,0.02,10,21,B
ST42,COT29,CT112,2005-02-21,0.01675,0.02,13,19,B
ST42,COT29,CT112,2005-06-01,0.043706,0.06,10,64,B
ST42,COT29,CT112,2005-09-10,0.021208,0.04,11,31,B
ST42,COT29,CT112,2005-09-29,0.027833,0.07,10,90,B
ST42,COT29,CT112,2005-10-31,0.009083,0.02,9,20,B
ST42,COT29,CT112,2005-11-22,0.008417,0.02,9,19,B
ST42,COT29,CT112,2006-06-24,0.052333,0.08,10,124,B
ST42,COT29,CT112,2006-10-13,0.032059,0.04,10,37,B
ST42,COT29,CT112,2006-11-21,0.004,0.01,15,7,B
ST42,COT29,CT112,2006-12-29,0.0065,0.01,10,13,B
ST42,COT29,CT112,2007-02-28,0.019667,0.03,10,31,B
ST42,COT29,CT112,2008-02-28,0.016042,0.03,10,30,B
ST42,COT29,CT112,2008-09-22,0.019375,0.04,10,36,B
ST42,COT29,CT112,2008-11-05,0.012542,0.02,10,21,B
ST42,COT29,CT112,2009-03-12,0.019917,0.04,12,33,B
ST42,COT29,CT112,2009-04-22,0.038625,0.06,10,71,B
ST42,COT29,CT112,2009-06-18,0.037417,0.06,10,58,B
ST42,COT29,CT112,2010-07-06,0.028625,0.04,10,35,B
ST42,COT29,CT112,2010-11-09,0.018042,0.02,12,22,B
ST42,COT29,CT112,2010-12-16,0.008125,0.01,20,11,B
ST42,COT29,CT112,2011-03-21,0.036208,0.04,13,38,B
ST42,COT29,CT112,2011-05-10,0.0338,0.04,9,38,B
ST42,COT29,CT112,2011-05-24,0.041143,0.05,12,42,B
ST42,COT29,CT112,2011-07-25,0.025292,0.04,11,38,B
ST42,COT29,CT112,2012-02-25,0.030792,0.04,9,34,B
ST42,COT29,CT112,2012-04-30,0.034667,0.05,9,42,B
ST42,COT29,CT112,2012-08-26,0.033292,0.04,9,35,B
ST42,COT29,CT112,2012-11-20,0.026875,0.03,11,30,B
ST42,COT29,CT112,2013-05-04,0.0455,0.06,11,61,B
ST42,COT29,CT112,2013-09-24,0.029667,0.05,10,43,B
ST42,COT29,CT112,2013-11-17,0.014792,0.03,9,29,B
ST42,COT29,CT112,2013-12-11,0.008542,0.02,10,20,B
ST42,COT29,CT112,2014-03-11,0.038458,0.04,12,41,B
ST42,COT29,CT112,2014-08-05,0.024417,0.03,9,31,B
ST42,COT29,CT112,2014-10-08,0.018875,0.04,9,40,B
ST42,COT29,CT112,2014-11-14,0.011625,0.02,9,19,B
ST42,COT29,CT112,2015-01-09,0.001458,0,9,3,B
ST42,COT29,CT112,2015-06-10,0.018917,0.03,12,25,B
ST42,COT29,CT112,2015-08-20,0.034125,0.05,10,46,B
ST42,COT29,CT112,2015-09-03,0.032042,0.05,11,46,B
ST42,COT29,CT112,2015-10-23,0.019458,0.05,9,44,B
ST42,COT29,CT112,2015-12-09,0.015458,0.02,22,21,B
ST42,COT29,CT112,2015-12-24,0.018958,0.03,11,29,B
ST42,COT32,CT20,2000-01-01,0.031625,0.04,9,36,B
ST42,COT32,CT20,2000-06-18,0.036167,0.04,12,36,B
ST42,COT32,CT20,2000-07-19,0.034833,0.04,16,39,B
ST42,COT32,CT20,2000-07-28,0.040708,0.06,9,48,B
ST42,COT32,CT20,2000-08-10,0.02025,0.04,10,32,B
ST42,COT32,CT20,2001-05-03,0.037208,0.06,11,49,B
ST42,COT32,CT20,2001-05-10,0.041875,0.05,11,44,B
ST42,COT32,CT20,2001-08-11,0.034208,0.04,0,33,B
ST42,COT32,CT20,2001-08-18,0.030917,0.04,8,36,B
ST42,COT32,CT20,2001-10-21,0.040417,0.05,9,45,B
ST42,COT32,CT20,2001-11-09,0.03375,0.04,9,38,B
ST42,COT32,CT20,2002-05-21,0.0335,0.04,9,38,B
ST42,COT32,CT20,2002-06-22,0.042708,0.05,9,46,B
ST42,COT32,CT20,2002-10-01,0.032542,0.04,9,37,B
ST42,COT32,CT20,2002-12-04,0.010375,0.02,9,19,B
ST42,COT32,CT20,2003-04-25,0.019708,0.02,9,19,B
ST42,COT32,CT20,2003-05-22,0.041208,0.05,10,42,B
ST42,COT32,CT20,2003-10-01,0.025583,0.03,23,26,B
ST42,COT32,CT20,2004-02-14,0.014708,0.02,10,22,B
ST42,COT32,CT20,2004-03-24,0.035,0.04,9,39,B
ST42,COT32,CT20,2004-06-23,0.045792,0.05,10,46,B
ST42,COT32,CT20,2004-09-27,0.040708,0.05,10,47,B
ST42,COT32,CT20,2004-10-11,0.029708,0.04,9,36,B
ST42,COT32,CT20,2005-01-15,0.011625,0.02,8,18,B
ST42,COT32,CT20,2005-02-09,0.021083,0.04,10,37,B
ST42,COT32,CT20,2005-04-13,0.03925,0.05,8,47,B
ST42,COT32,CT20,2005-06-17,0.037667,0.04,7,41,B
ST42,COT32,CT20,2005-10-19,0.021917,0.04,9,35,B
ST42,COT32,CT20,2005-10-31,0.01775,0.03,9,29,B
ST42,COT32,CT20,2006-02-22,0.020875,0.04,9,34,B
ST42,COT32,CT20,2006-04-18,0.033167,0.05,12,46,B
ST42,COT32,CT20,2006-11-20,0.019625,0.04,10,34,B
ST42,COT32,CT20,2007-03-04,0.029333,0.05,8,43,B
ST42,COT32,CT20,2007-05-18,0.065,0.07,12,84,B
ST42,COT32,CT20,2007-05-25,0.060167,0.06,9,71,B
ST42,COT32,CT20,2007-09-02,0.04025,0.05,9,49,B
ST42,COT32,CT20,2007-09-08,0.035292,0.05,10,39,B
ST42,COT32,CT20,2007-09-12,0.025833,0.04,10,36,B
ST42,COT32,CT20,2008-07-28,0.040042,0.04,8,39,B
ST42,COT32,CT20,2008-09-01,0.032958,0.04,9,33,B
ST42,COT32,CT20,2008-10-19,0.038917,0.05,9,42,B
ST42,COT32,CT20,2009-04-09,0.042542,0.05,18,42,B
ST42,COT32,CT20,2009-08-28,0.025071,0.04,12,36,B
ST42,COT32,CT20,2009-09-30,0.035583,0.05,11,47,B
ST42,COT32,CT20,2009-10-06,0.031792,0.04,9,39,B
ST42,COT32,CT20,2009-12-22,0.038125,0.04,7,37,B
ST42,COT32,CT35,2000-01-05,0.005458,0.01,9,12,B
ST42,COT32,CT35,2000-02-08,0.006042,0.01,9,10,B
ST42,COT32,CT35,2000-07-18,0.016,0.03,8,24,B
ST42,COT32,CT35,2000-08-21,0.019625,0.03,8,27,B
ST42,COT32,CT35,2000-09-08,0.027667,0.04,10,35,B
ST42,COT32,CT35,2000-09-11,0.021,0.05,10,47,B
ST42,COT32,CT35,2000-10-16,0.01975,0.04,10,36,B
ST42,COT32,CT35,2000-11-07,0.009208,0.02,8,17,B
ST42,COT32,CT35,2000-11-24,0.01375,0.04,10,33,B
ST42,COT32,CT35,2000-11-27,0.008875,0.02,8,17,B
ST42,COT32,CT35,2001-04-08,0.031833,0.04,8,38,B
ST42,COT32,CT35,2001-07-04,0.020708,0.03,10,29,B
ST42,COT32,CT35,2001-07-07,0.0225,0.03,9,30,B
ST42,COT32,CT35,2001-08-07,0.022083,0.03,9,26,B
ST42,COT32,CT35,2001-08-18,0.020792,0.04,9,37,B
ST42,COT32,CT35,2001-10-26,0.032917,0.05,12,47,B
ST42,COT32,CT35,2001-12-20,0.013792,0.02,12,20,B
ST42,COT32,CT35,2002-10-01,0.027792,0.03,8,31,B
ST42,COT32,CT35,2002-10-10,0.033227,0.05,8,42,B
ST42,COT32,CT35,2002-11-22,0.008833,0.02,8,18,B
ST42,COT32,CT35,2002-12-03,0.010042,0.03,10,23,B
ST42,COT32,CT35,2002-12-27,0.013333,0.02,22,19,B
ST42,COT32,CT35,2003-02-03,0.007292,0.02,9,15,B
ST42,COT32,CT35,2003-06-20,0.020542,0.02,0,22,B
ST42,COT32,CT35,2003-06-22,0.037375,0.04,6,33,B
ST42,COT32,CT35,2003-07-13,0.032,0.05,8,45,B
ST42,COT32,CT35,2003-07-20,0.027875,0.05,8,45,B
ST42,COT32,CT35,2003-08-12,0.018792,0.03,9,25,B
ST42,COT32,CT35,2003-09-03,0.02,0.03,9,24,B
ST42,COT32,CT35,2003-09-25,0.040048,0.04,11,42,B
ST42,COT32,CT35,2003-11-09,0.012042,0.03,8,25,B
ST42,COT32,CT35,2004-04-24,0.029444,0.05,10,43,B
ST42,COT32,CT35,2004-05-23,0.039667,0.04,17,36,B
ST42,COT32,CT35,2004-05-31,0.03525,0.06,8,64,B
ST42,COT32,CT35,2004-09-28,0.03475,0.04,0,41,B
ST42,COT32,CT35,2004-10-01,0.023273,0.04,8,36,B
ST42,COT32,CT35,2004-10-24,0.032875,0.05,9,47,B
ST42,COT32,CT35,2004-11-05,0.008375,0.02,10,19,B
ST42,COT32,CT35,2004-12-12,0.015042,0.02,9,20,B
ST42,COT32,CT35,2005-02-20,0.022375,0.03,10,27,B
ST42,COT32,CT35,2005-04-19,0.030583,0.04,8,34,B
ST42,COT32,CT35,2005-06-09,0.023652,0.03,16,25,B
ST42,COT32,CT35,2005-06-11,0.033333,0.04,20,34,B
ST42,COT32,CT35,2005-06-23,0.022,0.02,0,19,B
ST42,COT32,CT35,2005-07-04,0.033333,0.05,9,42,B
ST42,COT32,CT35,2005-08-15,0.0375,0.04,10,37,B
ST42,COT32,CT35,2005-12-28,0.008458,0.01,9,12,B
ST42,COT32,CT35,2006-01-10,0.012167,0.02,8,21,B
ST42,COT32,CT35,2006-02-14,0.036083,0.04,10,36,B
ST42,COT32,CT35,2006-03-02,0.018708,0.04,9,31,B
ST42,COT32,CT35,2006-03-24,0.02225,0.04,10,32,B
ST42,COT32,CT35,2006-08-06,0.032583,0.04,9,35,B
ST42,COT32,CT35,2006-08-30,0.031273,0.04,14,32,B
ST42,COT32,CT35,2006-09-11,0.022542,0.04,9,34,B
ST42,COT32,CT35,2006-09-18,0.022667,0.05,11,44,B
ST42,COT32,CT35,2006-11-02,0.01825,0.04,9,36,B
ST42,COT32,CT35,2006-11-21,0.0125,0.03,9,26,B
ST42,COT32,CT35,2006-12-09,0.020833,0.03,10,31,B
ST42,COT32,CT35,2006-12-13,0.003875,0.01,7,8,B
ST42,COT32,CT35,2006-12-17,0.021417,0.03,9,29,B
ST42,COT32,CT35,2006-12-31,0.021895,0.04,10,36,B
ST42,COT32,CT35,2007-02-15,0.010708,0.02,10,22,B
ST42,COT32,CT35,2007-04-08,0.030417,0.04,0,31,B
ST42,COT32,CT35,2007-05-25,0.048625,0.06,10,48,B
ST42,COT32,CT35,2007-05-27,0.040208,0.05,8,46,B
ST42,COT32,CT35,2007-10-15,0.037875,0.04,18,37,B
ST42,COT32,CT35,2007-12-22,0.008458,0.02,9,18,B
ST42,COT32,CT35,2008-01-07,0.015458,0.03,0,28,B
ST42,COT32,CT35,2008-02-08,0.006412,0.02,9,14,B
ST42,COT32,CT35,2008-02-13,0.027417,0.04,20,34,B
ST42,COT32,CT35,2008-02-19,0.036625,0.04,0,33,B
ST42,COT32,CT35,2008-03-01,0.03675,0.05,10,42,B
ST42,COT32,CT35,2008-07-07,0.037,0.04,10,38,B
ST42,COT32,CT35,2008-09-11,0.039063,0.04,22,36,B
ST42,COT32,CT35,2008-09-14,0.056417,0.06,15,61,B
ST42,COT32,CT35,2008-12-07,0.019375,0.03,10,26,B
ST42,COT32,CT35,2009-03-23,0.024217,0.04,9,36,B
ST42,COT32,CT35,2009-04-08,0.038375,0.04,8,36,B
ST42,COT32,CT35,2009-08-23,0.029,0.04,9,38,B
ST42,COT32,CT35,2009-09-01,0.024042,0.03,10,26,B
ST42,COT32,CT35,2009-09-05,0.026958,0.04,10,31,B
ST42,COT32,CT35,2009-10-04,0.03025,0.03,7,27,B
ST42,COT32,CT35,2009-10-19,0.027583,0.03,9,29,B
ST42,COT32,CT35,2010-01-12,0.006458,0.01,9,14,B
ST42,COT32,CT35,2010-11-06,0.021125,0.04,12,32,B
ST42,COT32,CT35,2011-02-01,0.015708,0.03,11,30,B
ST42,COT32,CT35,2011-03-01,0.019375,0.04,11,36,B
ST42,COT32,CT35,2011-03-16,0.021875,0.03,11,30,B
ST42,COT32,CT35,2011-03-22,0.02875,0.04,10,39,B
ST42,COT32,CT49,2011-01-22,0.011833,0.03,10,25,B
ST42,COT32,CT49,2011-04-09,0.037583,0.05,9,43,B
ST42,COT32,CT49,2011-05-01,0.039583,0.05,11,47,B
ST42,COT32,CT49,2011-05-07,0.040667,0.05,9,42,B
ST42,COT32,CT49,2011-05-23,0.042667,0.04,3,39,B
ST42,COT32,CT49,2011-07-19,0.022292,0.04,9,36,B
ST42,COT32,CT49,2011-11-28,0.009792,0.02,10,17,B
ST42,COT32,CT49,2011-12-11,0.026083,0.04,10,36,B
ST42,COT32,CT49,2011-12-20,0.012,0.02,10,21,B
ST42,COT32,CT49,2013-10-14,0.024625,0.05,10,48,B
ST42,COT32,CT49,2014-02-06,0.0246,0.03,13,31,B
ST42,COT32,CT49,2014-07-18,0.0247,0.03,6,25,B
ST42,COT32,CT49,2014-08-01,0.030294,0.04,9,41,B
ST42,COT32,CT49,2014-11-22,0.021632,0.04,10,38,B
ST42,COT32,CT49,2015-05-22,0.034706,0.04,7,34,B
ST42,COT32,CT49,2015-08-24,0.038235,0.05,10,51,B
ST42,COT33,CT36,2000-02-20,0.027625,0.03,22,31,B
ST42,COT33,CT36,2000-09-26,0.029,0.03,10,29,B
ST42,COT33,CT36,2000-12-11,0.010542,0.01,15,14,B
ST42,COT33,CT36,2000-12-29,0.001875,0,8,3,B
ST42,COT33,CT36,2001-09-10,0.0165,0.03,10,25,B
ST42,COT33,CT36,2002-02-08,0.010292,0.02,10,19,B
ST42,COT33,CT36,2002-02-14,0.015875,0.03,21,25,B
ST42,COT33,CT36,2002-06-10,0.02,0.03,9,31,B
ST42,COT33,CT36,2002-07-13,0.022542,0.02,9,21,B
ST42,COT33,CT36,2002-08-11,0.0325,0.04,21,36,B
ST42,COT33,CT36,2002-09-20,0.017167,0.03,11,28,B
ST42,COT33,CT36,2002-11-10,0.023042,0.03,8,27,B
ST42,COT33,CT36,2002-11-16,0.011792,0.02,11,19,B
ST42,COT33,CT36,2003-06-19,0.024375,0.02,18,23,B
ST42,COT33,CT36,2004-02-22,0.019542,0.03,12,30,B
ST42,COT33,CT36,2004-05-23,0.036333,0.04,6,32,B
ST42,COT33,CT36,2004-07-20,0.017133,0.02,10,15,B
ST42,COT33,CT36,2004-08-10,0.027042,0.03,0,25,B
ST42,COT33,CT36,2004-08-25,0.020583,0.02,0,21,B
ST42,COT33,CT36,2004-09-14,0.013042,0.03,10,23,B
ST42,COT33,CT36,2005-05-14,0.019417,0.02,7,20,B
ST42,COT33,CT36,2005-05-26,0.036167,0.04,11,33,B
ST42,COT33,CT36,2005-07-30,0.02775,0.03,0,25,B
ST42,COT33,CT36,2005-11-18,0.003667,0.01,8,8,B
ST42,COT33,CT36,2006-01-10,0.003167,0.01,9,6,B
ST42,COT33,CT36,2006-10-15,0.031083,0.03,0,29,B
ST42,COT33,CT36,2006-12-04,0.003667,0.01,8,7,B
ST42,COT33,CT36,2007-01-31,0.024958,0.03,0,25,B
ST42,COT33,CT36,2007-04-27,0.014958,0.03,10,25,B
ST42,COT33,CT36,2008-05-09,0.035333,0.04,21,33,B
ST42,COT36,CT137,2000-03-10,0.026417,0.04,11,33,B
ST42,COT36,CT137,2000-04-19,0.028458,0.04,10,35,B
ST42,COT36,CT137,2000-10-04,0.027,0.04,8,34,B
ST42,COT36,CT137,2001-07-20,0.014208,0.02,7,14,B
ST42,COT36,CT137,2001-08-18,0.013208,0.02,10,19,B
ST42,COT36,CT137,2001-08-29,0.019875,0.02,8,20,B
ST42,COT36,CT137,2001-11-11,0.032917,0.03,11,31,B
ST42,COT36,CT137,2002-04-09,0.018615,0.03,0,22,B
ST42,COT36,CT137,2002-05-10,0.030333,0.03,10,31,B
ST42,COT36,CT137,2002-06-14,0.031292,0.03,8,31,B
ST42,COT36,CT137,2002-06-21,0.024833,0.03,7,25,B
ST42,COT36,CT137,2002-06-24,0.016667,0.02,11,20,B
ST42,COT36,CT137,2002-08-11,0.025875,0.04,13,36,B
ST42,COT36,CT137,2003-01-01,0.022167,0.03,9,28,B
ST42,COT36,CT137,2003-03-02,0.025542,0.03,12,31,B
ST42,COT36,CT137,2003-07-09,0.018375,0.02,10,22,B
ST42,COT36,CT137,2003-08-01,0.018,0.02,11,19,B
ST42,COT36,CT137,2003-10-17,0.019833,0.03,23,25,B
ST42,COT36,CT137,2004-09-01,0.02175,0.03,10,27,B
ST42,COT36,CT137,2005-08-27,0.026458,0.04,11,35,B
ST42,COT36,CT137,2005-08-29,0.020833,0.03,10,25,B
ST42,COT36,CT137,2005-10-22,0.010458,0.02,12,16,B
ST42,COT36,CT137,2006-07-17,0.017583,0.03,10,24,B
ST42,COT36,CT137,2006-08-08,0.021167,0.03,9,27,B
ST42,COT36,CT137,2006-09-17,0.023667,0.03,9,25,B
ST42,COT36,CT137,2006-10-14,0.036208,0.04,12,36,B
ST42,COT36,CT137,2007-01-26,0.02625,0.03,17,27,B
ST42,COT36,CT137,2007-02-13,0.024267,0.03,12,27,B
ST42,COT36,CT137,2007-03-05,0.028542,0.04,9,32,B
ST42,COT36,CT137,2007-03-26,0.02925,0.04,17,33,B
ST42,COT36,CT137,2007-08-01,0.022792,0.03,11,27,B
ST42,COT36,CT137,2007-08-31,0.014125,0.02,7,15,B
ST42,COT36,CT137,2008-06-11,0.025071,0.03,8,26,B
ST42,COT36,CT137,2008-11-24,0.028792,0.04,0,36,B
ST42,COT36,CT137,2009-01-05,0.016167,0.03,8,22,B
ST42,COT36,CT137,2009-07-11,0.025083,0.03,9,28,B
ST42,COT36,CT137,2009-09-12,0.02575,0.03,11,27,B
ST42,COT40,CT107,2009-10-24,0.009042,0.02,10,18,B
ST42,COT40,CT107,2009-12-23,0.00825,0.02,9,15,B
ST42,COT40,CT107,2010-06-11,0.01925,0.03,11,30,B
ST42,COT40,CT107,2011-04-11,0.0355,0.05,8,42,B
ST42,COT40,CT107,2011-08-30,0.021625,0.03,9,28,B
ST42,COT40,CT107,2011-09-11,0.029583,0.04,10,35,B
ST42,COT40,CT107,2013-04-11,0.031917,0.04,9,35,B
ST42,COT40,CT107,2013-05-06,0.037333,0.04,7,35,B
ST42,COT40,CT107,2013-07-06,0.027042,0.03,10,31,B
ST42,COT40,CT107,2014-03-03,0.019889,0.03,22,26,B
ST42,COT40,CT107,2014-05-05,0.032583,0.04,17,34,B
ST42,COT40,CT107,2014-07-01,0.023308,0.03,13,28,B
ST42,COT40,CT107,2014-07-10,0.021417,0.03,10,29,B
ST42,COT40,CT107,2015-04-23,0.032333,0.04,10,35,B
ST42,COT40,CT107,2015-07-29,0.024958,0.04,10,41,B
ST42,COT40,CT107,2015-09-29,0.027833,0.03,13,31,B
ST42,COT40,CT107,2015-10-17,0.035833,0.04,19,41,B
ST42,COT40,CT107,2016-01-02,0.004458,0.01,11,10,B
ST42,COT40,CT107,2016-01-24,0.016,0.03,9,32,B
ST42,COT40,CT107,2016-02-16,0.01425,0.03,23,31,B
ST42,COT40,CT107,2016-03-07,0.026,0.03,9,32,B
ST42,COT40,CT107,2016-03-31,0.022875,0.04,11,36,B
ST42,COT40,CT13,2010-10-16,0.020792,0.03,10,23,B
ST42,COT40,CT13,2010-10-28,0.038417,0.05,11,42,B
ST42,COT40,CT13,2011-01-31,0.010042,0.02,9,14,B
ST42,COT40,CT13,2011-05-12,0.029955,0.03,8,31,B
ST42,COT40,CT13,2011-06-22,0.019273,0.03,8,26,B
ST42,COT40,CT13,2011-07-31,0.026,0.03,10,29,B
ST42,COT40,CT13,2011-08-10,0.016917,0.03,10,25,B
ST42,COT40,CT13,2011-08-26,0.01525,0.02,10,21,B
ST42,COT40,CT13,2011-08-27,0.019375,0.03,10,30,B
ST42,COT40,CT13,2011-10-04,0.028917,0.03,8,28,B
ST42,COT40,CT13,2012-01-18,0.015833,0.03,9,24,B
ST42,COT40,CT13,2012-05-17,0.029583,0.04,10,35,B
ST42,COT40,CT13,2012-09-16,0.025917,0.04,11,33,B
ST42,COT40,CT13,2012-11-28,0.029833,0.04,21,31,B
ST42,COT40,CT13,2012-12-01,0.033208,0.04,0,31,B
ST42,COT40,CT13,2013-01-08,0.010417,0.02,10,19,B
ST42,COT40,CT13,2013-02-03,0.023375,0.04,8,33,B
ST42,COT40,CT13,2013-04-09,0.038,0.04,11,38,B
ST42,COT40,CT13,2013-05-11,0.026458,0.05,11,41,B
ST42,COT40,CT13,2013-12-18,0.007083,0.02,23,19,B
ST42,COT66,CT02,2000-01-03,0.005625,0.01,9,11,B
ST42,COT66,CT02,2000-01-06,0.004417,0.01,9,8,B
ST42,COT66,CT02,2000-02-18,0.008167,0.02,10,16,B
ST42,COT66,CT02,2000-04-29,0.0325,0.04,10,38,B
ST42,COT66,CT02,2000-05-18,0.027,0.04,11,37,B
ST42,COT66,CT02,2000-09-14,0.028292,0.04,9,32,B
ST42,COT66,CT02,2000-12-19,0.008217,0.02,8,18,B
ST42,COT66,CT02,2001-01-22,0.011333,0.02,9,18,B
ST42,COT66,CT02,2001-02-11,0.031917,0.04,9,33,B
ST42,COT66,CT02,2002-05-05,0.032875,0.04,9,36,B
ST42,COT66,CT02,2002-07-03,0.032542,0.04,9,34,B
ST42,COT66,CT02,2002-12-09,0.004625,0.01,7,6,B
ST42,COT66,CT02,2002-12-10,0.019125,0.03,9,24,B
ST42,COT66,CT02,2002-12-21,0.016458,0.02,9,21,B
ST42,COT66,CT02,2003-02-21,0.010083,0.02,10,20,B
ST42,COT66,CT02,2003-10-13,0.023708,0.04,9,36,B
ST42,COT66,CT02,2003-10-15,0.006,0.01,0,5,B
ST42,COT66,CT02,2003-12-16,0.006125,0.01,9,11,B
ST42,COT66,CT02,2004-02-12,0.008917,0.02,9,19,B
ST42,COT66,CT02,2004-03-21,0.041458,0.05,9,43,B
ST42,COT66,CT02,2004-06-12,0.035583,0.05,11,44,B
ST42,COT66,CT02,2004-10-09,0.027333,0.04,10,34,B
ST42,COT66,CT02,2005-07-10,0.018458,0.02,8,20,B
ST42,COT66,CT02,2006-01-02,0.024833,0.03,20,28,B
ST42,COT66,CT02,2006-06-13,0.030083,0.04,8,31,B
ST42,COT66,CT02,2006-10-20,0.017875,0.03,10,32,B
ST42,COT66,CT02,2006-10-26,0.021375,0.04,10,34,B
ST42,COT66,CT02,2007-01-10,0.018042,0.03,15,25,B
ST42,COT66,CT02,2007-02-15,0.0124,0.02,10,23,B
ST42,COT66,CT02,2007-05-04,0.0355,0.04,9,36,B
ST42,COT66,CT02,2007-07-09,0.02775,0.04,11,33,B
ST42,COT66,CT02,2007-07-26,0.026,0.03,10,29,B
ST42,COT66,CT02,2007-08-09,0.02275,0.03,11,29,B
ST42,COT66,CT02,2007-10-27,0.018125,0.03,13,25,B
ST42,COT66,CT02,2008-02-21,0.022833,0.04,22,33,B
ST42,COT66,CT02,2008-02-26,0.008417,0.02,10,18,B
ST42,COT66,CT02,2008-06-18,0.04075,0.05,8,45,B
ST42,COT66,CT02,2008-09-10,0.03025,0.04,13,33,B
ST42,COT66,CT02,2008-11-05,0.017625,0.02,9,21,B
ST42,COT66,CT106,2000-10-04,0.029792,0.03,8,30,B
ST42,COT66,CT106,2000-12-18,0.012917,0.02,1,19,B
ST42,COT66,CT106,2001-06-10,0.025792,0.03,7,28,B
ST42,COT66,CT106,2001-10-13,0.013375,0.03,9,25,B
ST42,COT66,CT106,2001-12-27,0.003375,0,16,4,B
ST42,COT66,CT106,2002-03-04,0.023958,0.04,12,39,B
